3.644	3.182	3.653	4.561	4.424	1.811	0.729	5.659	5.254	3.95	3.602	3.575	3.378	3.344	3.283	3.319	4.286	3.714	3.493	1.673
3.323	3.272	3.486	4.334	4.427	2.133	0.832	4.905	4.812	3.954	3.598	3.494	3.294	2.742	2.989	3.116	4.236	3.387	3.191	1.637
3.22	3.608	3.755	4.211	4.668	1.671	0.663	4.79	4.519	3.601	2.926	2.84	3.167	2.819	3.094	3.005	4.5	3.921	2.97	1.592
3.583	3.797	3.99	4.38	4.404	1.392	0.667	5.148	4.897	3.777	3.165	3.095	3.03	2.804	3.059	3.195	4.1	3.915	3.153	1.376
3.758	4.04	4.593	4.804	5.389	1.813	0.946	5.407	5.191	4.068	3.164	3.076	3.075	3.776	3.381	3.473	4.887	4.285	3.151	1.988
3.672	4.345	3.884	4.257	4.598	2.376	0.729	4.303	4.552	3.859	2.308	2.579	2.645	3.513	2.294	3.17	4.378	3.947	2.051	3.373
4.802	4.518	4.334	4.786	5.718	1.976	0.627	5.314	5.211	3.746	2.536	2.511	2.581	3.801	2.579	2.989	5.401	4.806	2.465	3.391
4.202	4.389	3.529	5.263	5.264	2.52	0.629	5.621	5.174	3.293	1.952	2.047	2.053	3.438	2.3	3.233	5.116	4.815	1.936	3.7
5.124	4.311	4.365	4.594	5.325	2.39	0.666	5.108	4.777	3.935	1.938	2.405	2.524	3.926	2.61	3.246	5.435	4.927	2.104	4.113
4.592	3.67	3.892	4.669	5.446	1.863	0.758	4.571	4.751	3.852	1.798	2	2.221	3.893	2.393	4.336	4.938	4.187	1.768	4.609
4.938	4.625	4.641	4.211	5.363	1.981	0.477	3.312	4.62	4.111	3.068	3.014	2.847	3.389	3.138	3.271	5.061	4.56	2.854	4.584
4.197	4.061	4.314	5.158	5.212	2.254	0.564	5.218	5.238	4.041	2.646	2.523	2.303	3.565	2.709	3.436	5.181	4.068	2.312	3.227
5.527	5.261	5.484	4.924	5.829	2.351	1.215	1.049	4.762	4.133	2.682	2.652	3.365	3.801	3.139	4.148	5.735	5.083	2.715	4.356
4.739	4.369	3.51	5.071	4.988	2.59	0.46	5.064	5.379	3.427	1.936	1.896	2.043	3.506	2.189	2.823	5.18	4.631	1.662	3.353
4.238	4.339	3.473	5.081	5.497	2.38	0.828	4.941	5.332	3.244	1.452	1.615	1.933	4.186	1.841	4.128	4.755	4.859	1.359	4.76
4.495	5.017	4.188	4.877	5.695	2.544	0.743	3.378	4.698	3.557	1.715	1.657	2.269	3.899	2.361	4.408	5.561	4.805	1.672	4.574
4.971	4.262	4.684	5.022	5.337	2.263	0.497	3.225	4.973	4.148	2.681	3.055	3.075	3.819	3.311	3.287	5.291	4.775	2.439	3.973
4.705	4.653	3.915	5.365	5.462	2.134	0.488	3.543	4.918	4.113	2.561	2.389	2.645	3.472	2.656	3.12	5.246	5.219	1.811	3.556
4.078	3.701	2.856	4.492	4.786	2.443	0.575	4.005	4.885	2.891	1.383	1.576	1.835	3.418	1.93	2.89	3.997	4.03	1.584	3.843
5.57	5.26	5.618	4.659	5.711	3.175	1.264	1.251	4.344	4.476	1.985	2.551	3.206	4.276	3.097	4.268	5.679	4.91	2.214	4.801
4.572	4.526	3.914	4.9	5.457	2.803	0.499	3.662	4.77	3.942	1.967	2.203	2.56	3.474	2.282	3.175	5.072	4.54	1.611	4.121
5.417	2.452	4.61	2.477	4.909	2.456	2.933	2.559	3.62	4.039	4.365	3.811	4.148	4.073	3.781	3.801	4.548	4.418	3.62	4.293
5.378	4.065	4.334	1.774	5.167	2.071	2.338	2.214	3.975	3.122	2.972	3.287	3.697	3.459	3.358	3.56	5.225	4.091	2.96	3.831
4.586	4.024	4.094	1.453	4.69	1.872	1.051	1.275	4.398	3.475	1.854	2.163	2.579	3.349	1.867	3.366	4.359	4.156	2.067	3.383
4.366	4.295	3.858	3.406	4.357	2.075	0.863	1.631	4.265	3.243	1.561	1.979	2.898	3.746	2.209	2.967	4.142	4.243	1.512	4.041
4.572	3.925	4.125	3.908	4.184	2.663	3.842	2.748	2.937	3.81	2.573	1.892	2.95	1.705	1.272	2.187	4.062	3.765	1.347	1.88
2.578	2.054	2.747	2.829	3.293	3.742	2.618	3.028	2.729	2.063	3.142	3.058	3.449	3.521	3.054	4.072	3.048	2.673	2.624	3.286
3.59	3.704	2.507	2.3	3.412	3.092	1.126	3.365	4.086	2.731	1.883	1.942	1.97	4.888	1.809	5.483	2.519	3.913	1.758	4.758
4.05	2.555	3.751	1.807	4.158	3.121	1.461	1.864	3.462	3.366	2.036	2.319	2.843	4.265	2.439	5.046	3.466	3.62	2.169	4.485
4.017	3.611	2.942	3.682	3.631	1.16	3.331	3.224	2.791	3.16	1.318	1.327	2.218	1.255	0.974	1.419	3.829	2.964	1.132	1.289
3.176	3.133	3.269	3.511	3.488	0.376	3.772	2.792	3.152	3.036	3.436	1.814	3.905	2.572	3.64	3.145	3.753	2.952	3.478	3.179
3.734	3.356	2.137	3.599	5.506	1.309	1.472	3.423	3.874	5.009	5.009	3.488	4.215	3.602	2.126	4.077	5.33	2.957	2.042	3.747
3.995	3.413	3.172	2.369	3.866	3.945	1.161	2.145	2.589	4.058	3.558	3.36	3.965	2.837	4.422	2.919	4.414	3.77	2.846	1.784
2.973	3.352	3.212	1.581	3.564	2.981	0.895	1.553	1.802	3.624	3.544	3.486	3.507	2.279	3.361	2.464	3.561	2.86	3.208	1.759
3.191	2.929	3.426	1.678	3.569	3.085	1.049	1.828	1.87	3.741	3.597	3.133	3.131	1.984	3.522	2.362	3.437	2.834	3.147	1.407
3.293	3.189	3.012	0.589	3.905	3.161	1.223	1.277	4.19	4.136	3.604	2.914	3.076	3.408	3.198	3.459	4.247	3.366	3.092	2.241
3.03	3.464	3.253	1.304	3.896	2.735	1.16	1.352	1.087	3.924	3.891	3.457	3.501	2.569	3.586	2.675	3.811	3.675	3.27	1.667
3.605	3.169	3.217	0.665	3.997	2.751	0.47	4.722	4.965	3.825	3.76	3.489	3.56	3.346	3.424	3.572	4.004	3.281	3.555	2.126
3.283	3.366	3.054	4.589	3.917	2.339	0.643	4.84	5.188	3.617	3.899	3.328	3.737	2.933	3.606	3.664	3.919	3.769	3.742	2.037
3.685	3.161	2.968	3.506	4.272	2.863	0.717	5.075	5.271	4.379	3.696	3.718	3.459	3.446	3.316	3.599	4.555	3.726	3.225	2.107
3.242	3.144	2.954	3.808	4.191	2.239	0.772	5.285	5.029	3.788	3.579	3.636	3.242	2.888	3.746	2.954	4.094	3.437	3.306	1.767
3.909	3.681	3.443	4.207	4.838	2.079	0.657	5.505	5.005	4.05	3.225	3.305	3.448	3.085	3.373	3.21	4.753	4.34	3.046	1.358
4.138	3.863	3.68	4.214	4.344	1.804	0.62	5.215	4.682	3.319	2.608	2.92	2.799	3.305	2.745	2.74	4.652	3.92	2.528	2.538
3.837	3.564	3.938	4.144	4.485	2.155	0.627	4.946	4.366	3.736	2.449	2.567	2.544	3.105	2.785	3.03	4.66	4.023	2.501	2.981
4.543	4.905	4.183	4.462	5.544	1.917	0.648	5.361	4.524	4.123	2.419	2.55	2.469	3.836	2.623	3.452	5.316	4.586	2.233	3.526
4.821	4.12	4.358	4.506	5.403	1.449	0.619	4.85	5.073	3.461	1.939	2.266	2.372	4.63	2.785	3.718	5.294	4.854	2.272	4.534
4.189	4.858	4.67	5.407	5.533	2.478	0.538	5.849	5.45	3.876	2.468	2.708	3.153	3.454	2.825	3.379	5.462	5.118	2.243	3.085
4.434	4.24	4.55	4.533	5.11	2.435	0.607	4.588	4.749	3.759	2.524	2.495	2.843	3.844	2.777	3.691	4.772	4.26	2.512	4.058
4.073	3.854	3.927	4.232	4.821	2.185	0.71	4.833	4.525	3.894	2.406	2.49	2.449	3.311	2.358	2.449	4.316	4.247	2.08	3.533
5.63	5.075	5.078	5.615	6.197	2.564	0.407	3.585	5.609	4.637	2.533	2.641	2.717	4.346	2.927	3.93	5.884	5.159	2.671	4.122
4.777	4.716	3.924	5.69	5.661	2.488	0.49	5.656	5.567	4.382	2.223	2.023	2.065	3.421	2.395	2.617	5.033	4.946	1.79	3.489
5.7	5.996	5.397	4.107	5.618	2.393	1.26	1.161	4.015	4.403	2.68	2.735	3.167	3.381	3.155	3.201	5.839	4.883	2.003	4.047
4.176	4.786	4.645	5.499	5.09	2.553	0.384	3.459	4.717	3.685	2.702	2.854	3.035	3.206	2.879	3.62	4.772	5.157	2.297	3.636
4.513	3.965	3.359	4.293	4.758	1.968	0.666	2.772	4.745	4.492	1.389	1.581	2.708	3.886	2.627	3.534	4.59	4.412	1.811	4.465
5.783	4.857	5.051	2.23	5.445	2.52	1.835	1.441	4.172	4.843	3.011	3.349	3.608	3.5	3.465	4.152	5.316	4.779	2.935	3.966
4.835	4.652	4.39	4.525	5.021	2.663	0.695	2.352	4.245	4.198	2.486	2.363	2.693	3.985	3.236	3.757	4.831	4.631	2.278	4.7
5.417	2.452	4.61	2.477	4.909	2.456	2.933	2.559	3.62	4.039	4.365	3.811	4.148	4.073	3.781	3.801	4.548	4.418	3.62	4.293
4.849	4.467	3.83	3.735	4.454	1.945	0.819	1	4.161	3.729	2.003	2.447	2.858	3.707	2.48	3.792	4.398	4.428	1.689	4.208
4.015	3.602	3.203	3.566	4.362	2.381	0.879	1.928	4.121	3.362	1.212	1.937	2.435	2.89	1.754	3.349	3.621	4.12	1.359	3.571
4.292	4.323	3.514	3.519	4.806	2.174	0.539	2.62	4.19	3.378	1.829	2.14	2.69	4.013	2.349	3.326	3.997	4.24	1.685	4.231
4.342	4.57	3.244	4.739	4.957	1.998	0.602	2.482	4.896	3.799	1.801	1.89	2.326	3.418	2.4	2.284	4.789	4.264	1.57	3.88
4.941	5.034	4.607	3.189	4.899	2.094	1.002	1.093	4.319	4.237	1.995	1.955	3.138	3.061	2.739	3.004	4.837	4.581	2.219	4.353
5.327	2.158	4.21	3.014	4.727	1.825	3.25	2.633	3.648	3.908	3.593	4.213	3.909	3.978	4.618	3.648	5.046	4.431	4.623	4.418
4.284	4.329	4.277	4.517	5.191	1.916	0.474	3.05	4.606	4.11	1.732	1.804	2.852	3.629	2.391	3.159	5.03	4.642	1.804	4.33
4.12	3.794	3.704	3.732	4.34	2.419	0.588	1.901	4.147	3.315	1.276	1.704	2.638	3.314	2.191	2.909	3.288	4.062	1.429	3.872
4.646	5.001	5.021	4.183	5.159	2.107	0.989	0.878	4.276	3.847	2.27	2.391	3.047	3.439	2.987	3.678	4.822	4.761	2.117	4.071
3.746	3.605	2.578	3.851	3.988	1.762	3.506	2.928	2.616	2.706	2.013	1.737	2.757	1.651	1.398	2.014	3.963	3.052	1.39	1.683
2.862	1.75	3.506	2.596	3.713	4.282	2.181	2.662	2.825	2.218	3.228	3.367	3.719	4.092	3.003	4.345	3.745	2.861	2.816	4.29
3.59	3.704	2.507	2.3	3.412	3.092	1.126	3.365	4.086	2.731	1.883	1.942	1.97	4.888	1.809	5.483	2.519	3.913	1.758	4.758
5.098	3.79	4.723	4.165	5.119	1.413	4.406	2.799	3.642	4.584	4.634	4.256	4.086	2.697	4.655	4.588	5.16	4.951	4.266	4.615
3.07	3.168	3.56	3.66	3.675	0.61	3.841	3.123	3.459	3.066	3.616	1.703	4.217	2.387	3.491	3.152	4	3.272	3.765	3.134
6.135	5.021	5.481	1.16	5.416	1.843	2.013	1.796	3.45	4.097	2.941	3.354	3.9	3.775	4.338	3.765	5.007	4.213	2.878	3.832
4.378	3.524	4.258	4.401	5.183	1.72	0.489	2.147	5.196	3.895	1.979	2.337	2.608	2.824	2.786	3.914	4.399	5.412	2.377	2.634
4.648	4.586	4.373	4.1	4.348	1.403	0.988	1.047	4.022	3.786	2.277	2.218	2.255	3.882	2.611	2.927	4.044	4.634	2.031	3.322
3.33	2.579	3.565	3.621	3.845	1.066	1.326	4.236	4.132	3.399	3.464	3.417	3.248	2.563	3.315	2.425	3.618	3.135	3.308	1.613
3.904	3.821	4.75	2.009	4.101	0.907	0.696	0.772	2.252	3.934	3.273	3.15	3.437	2.864	3.527	3.158	4.559	3.392	3.348	1.458
3.146	3.083	3.225	3.032	3.136	1.261	0.9	0.46	2.416	3.341	3.476	3.298	2.925	1.968	3.234	1.811	3.296	2.83	3.16	1.701
3.514	3.373	3.583	2.077	3.597	2.122	1.174	2.699	3.022	3.583	3.346	2.93	3.087	1.782	2.992	1.641	3.556	3.467	2.74	1.38
3.912	3.95	3.563	3.34	4.368	2.426	1.15	3.421	3.994	4.594	3.185	2.756	2.791	1.664	3.426	1.536	4.254	1.803	2.389	1.37
2.887	3.295	1.845	4.733	3.945	1.079	0.843	5.137	4.582	3.075	3.089	3.079	2.839	3.112	2.856	2.831	3.733	4.392	2.819	2.191
2.776	3.162	3.03	3.885	4.125	1.217	0.375	4.57	4.533	3.93	3.077	2.859	3.186	2.355	3.015	2.463	4.064	3.632	3.007	1.581
1.703	2.074	3.399	2.44	1.722	1.302	3.246	2.419	3.155	2.906	3.342	3.708	3.007	2.715	1.558	3.371	2.374	3.275	1.758	2.127
1.484	0.663	0.9	2.091	1.475	1.569	1.356	1.556	1.697	0.811	1.013	1.314	0.999	1.544	1.447	1.413	1.896	1.212	1.415	0.686
1.552	0.764	2.216	2.355	1.953	1.463	2.552	2.275	2.222	1.095	1.146	0.682	0.819	2.311	1.573	1.018	2.574	1.033	1.309	0.394
2.752	2.809	0.309	3.372	1.224	2.807	1.22	3.506	3.068	3.57	2.943	2.629	2.092	2.192	2.593	3.11	3.229	1.912	3.183	2.934
1.964	2.065	2.381	2.5	1.2	1.797	0.791	2.233	2.329	2.385	2.066	1.293	1.532	1.892	1.469	1.565	2.291	1.687	2.127	2.077
1.598	1.834	1.842	2.075	1.175	1.647	0.868	2.475	1.886	2.45	2.408	1.531	1.779	1.857	1.647	1.907	1.885	1.487	2.388	1.615
1.849	1.931	1.33	2.677	1.368	1.831	0.773	2.908	2.153	2.853	1.887	1.415	1.794	1.772	1.625	1.88	2.413	1.526	2.553	1.796
1.68	1.62	1.304	2.394	1.328	1.652	1.185	2.387	2.16	2.484	2.097	1.44	1.707	1.718	1.75	1.405	2.178	1.398	2.172	1.841
1.623	1.722	0.492	2.443	1.23	1.518	0.904	2.317	1.966	2.67	0.929	0.927	1.865	1.835	0.966	1.081	2.067	0.619	2.05	1.485
1.315	1.321	0.733	2.495	1.499	1.302	0.934	2.724	2.256	2.656	1.357	1.114	1.627	1.744	1.174	1.346	2.176	1.068	2.382	1.31
3.435	4.725	3.023	4.668	2.715	2.931	4.725	3.076	2.486	2.943	1.853	3.429	2.119	1.977	3.077	3.15	1.016	4.897	3.253	4.751
2.994	3.27	2.248	3.509	3.281	2.366	3.211	3.242	3.271	2.326	1.791	3.982	1.655	2.993	1.745	3.155	1.206	3.547	4.056	4.397
2.62	3.568	2.467	3.835	3.363	2.576	3.723	3.121	3.041	2.1	1.353	3.931	2.114	2.998	2.618	2.589	1.471	4.837	3.779	5.068
3.232	3.327	2.631	3.7	3.582	2.557	3.345	2.924	2.733	2.176	1.425	3.638	1.866	3.585	2.122	2.966	1.457	3.82	3.89	4.84
3.234	3.87	2.303	3.791	3.9	2.98	4.092	3.327	3.472	2.042	1.976	3.263	2.312	3.109	2.267	3.722	1.438	4.644	3.66	4.986
4.059	3.704	2.148	3.963	3.844	3.323	4.037	3.788	3.9	2.11	2.216	2.119	1.357	3.185	2.326	4.359	1.739	4.752	4.184	4.337
1.885	2.821	4.227	1.844	3.09	2.149	3.966	1.48	2.59	1.643	1.723	2.129	1.514	1.981	2.979	0.698	0.817	3.775	1.271	3.105
1.223	2.099	2.24	1.816	1.299	1.268	1.824	1.277	1.561	0.947	0.758	1.232	1.009	0.546	1.607	0.89	0.571	1.644	1.442	1.196
2.468	3.431	2.821	3.534	2.638	2.473	3.92	2.385	1.898	2.073	2.084	5.521	2.03	2.451	2.545	2.196	1.576	4.718	2.629	4.541
1.715	3.345	2.9	3.176	2.443	1.486	3.452	1.678	1.705	1.735	0.892	5.413	1.979	2.703	2.457	2.262	1.31	3.994	2.348	5.079
3.553	3.537	1.241	4.512	2.52	2.63	2.057	4.221	4.349	2.415	2.527	4.872	1.921	2.578	1.855	4.308	2.132	1.749	4.672	4.09
1.491	1.584	1.857	2.47	1.45	1.651	1.549	1.935	1.846	2.418	1.065	1.697	2.151	1.595	1.331	1.317	2.062	1.316	1.954	1.312
1.503	1.324	2.109	2.665	2.029	1.457	2.409	2.96	3.237	2.975	0.73	1.076	2.056	1.949	0.999	0.944	2.137	0.913	2.238	1.009
2.001	2.18	0.232	2.86	1.446	1.903	0.963	2.778	2.633	2.829	2.148	2.014	2.069	1.701	1.574	1.712	2.613	1.275	2.59	1.863
1.2	1.618	1.778	2.422	1.658	1.565	1.799	2.041	1.94	2.339	1.273	1.092	1.78	1.424	1.507	1.365	2.205	1.009	1.995	1.199
1.312	1.445	0.611	1.851	1.313	1.494	1.772	1.76	1.485	1.811	0.953	0.961	1.998	1.056	1.088	0.971	1.478	0.633	1.67	1.233
1.525	1.804	0.757	2.285	1.736	1.579	1.55	1.941	2.094	2.254	1.572	1.269	1.843	1.609	1.372	1.556	1.933	1.236	1.775	1.385
1.428	1.519	0.486	2.261	1.745	1.589	0.717	1.947	1.853	1.912	1.292	1.392	1.671	2.036	1.707	1.618	2.118	1.125	1.732	0.9
0.886	1.087	1.014	1.782	1.591	1.471	0.996	1.893	1.664	1.829	1.302	1.374	2.019	1.505	1.781	1.671	1.874	1.595	1.447	0.739
1.149	1.339	0.717	2.201	1.635	1.403	1.053	2.313	2.043	1.946	1.387	1.003	1.588	1.702	1.584	1.515	1.773	1.261	1.96	0.991
1.038	1.521	1.524	1.89	2.7	1.417	1.614	1.72	0.915	2.089	1.707	1.484	1.743	1.586	1.674	2.181	1.65	1.629	1.611	0.701
1.542	1.232	0.437	2.291	3.1	1.895	0.972	1.596	2.373	1.124	1.624	2.352	2.621	1.613	1.792	1.333	2.497	1.484	1.22	0.768
1.853	1.945	1.678	2.562	1.481	1.14	1.015	2.002	2.996	0.439	1.04	2.124	2.006	1.019	1.802	0.844	0.934	2.192	1.238	1.722
2.168	2.005	0.533	2.247	3.206	1.37	1.365	3.029	3.441	2.256	2.068	3.874	3.308	1.854	2.221	1.392	3.33	1.772	1.637	1.097
2.1	1.262	0.722	2.105	2.466	1.706	0.732	2.294	2.464	1.946	2.257	2.753	2.13	2.342	2.328	2.585	2.415	1.902	1.952	0.93
2.112	1.605	1.367	1.395	2.757	2.181	3.133	1.785	2.465	1.826	1.815	2.901	2.62	2.19	2.485	2.146	3.125	1.244	2.111	1.151
2.291	1.467	1.32	1.33	2.561	2.487	2.258	1.116	1.657	1.209	1.41	2.683	2.23	1.373	1.575	1.955	2.09	1.289	2.023	1.24
2.797	1.019	1.767	3.131	2.601	1.968	3.092	1.958	1.707	1.325	1.859	3.04	2.365	2.179	1.324	1.871	2.347	2.075	2.906	2.228
2.781	1.936	1.403	1.877	2.693	2.66	3.381	1.757	2.32	1.555	1.828	2.884	3.042	2.289	2.177	2.024	2.844	1.859	3.262	1.59
2.249	1.532	1.078	1.584	2.664	2.239	3.076	1.609	2.059	1.096	1.666	2.535	2.865	2.089	1.443	2.056	2.298	1.915	2.968	2.02
2.055	1.744	1.16	2.126	3.315	1.712	2.377	2.827	2.778	2.458	1.894	3.172	2.828	2.2	1.899	1.927	2.888	1.668	2.051	1.212
1.07	1.253	0.879	2.11	2.179	1.631	1.162	2.054	1.627	2.099	1.394	1.203	1.472	1.751	1.609	1.633	1.922	1.503	1.671	0.854
0.9	1.291	2.026	2.081	2.857	1.65	1.866	2.267	1.843	2.071	2.072	1.962	1.845	1.595	2.094	2.511	1.915	2.257	2.145	1.234
1.224	1.278	0.764	2.669	2.997	1.461	0.714	2.246	1.97	2.153	2.434	2.328	2.231	2.277	1.848	2.07	2.664	2.341	1.912	0.649
2.141	1.555	2.301	3.675	3.105	1.779	2.549	3.082	3.232	2.657	3.17	2.921	2.249	3.376	2.149	3.068	3.51	3.109	2.392	0.937
1.729	1.592	0.745	3.648	3.174	2.036	1.753	2.575	2.637	2.139	2.847	3.161	2.557	3.053	1.925	2.774	2.971	3.039	2.229	1.011
1.26	1.165	0.667	2.896	3.081	1.572	0.455	2.424	2.522	1.918	2.751	2.667	1.849	2.929	2.118	2.649	2.851	2.486	1.786	1.012
2.31	1.505	3.756	2.901	4.273	2.28	3.803	2.302	3.891	1.661	2.392	3.976	3.221	3.116	2.46	2.82	3.538	1.747	1.877	1.342
2.117	1.431	1.032	1.79	2.064	2.159	0.767	2.293	2.292	2.185	2.043	2.797	2.087	2.176	2.613	2.343	2.25	1.228	1.927	1.142
1.254	1.491	0.819	1.385	2.067	1.478	0.64	1.399	1.588	1.212	1.267	1.765	2.221	1.011	1.059	1.531	1.499	1.157	1.323	0.804
3.971	4.444	2.703	4.589	1.474	4.265	2.831	4.239	5.874	3.128	2.238	3.399	4.738	2.567	3.767	2.872	3.203	2.689	2.838	2.181
1.716	1.805	0.394	2.796	1.967	1.443	0.82	2.878	2.419	2.711	1.169	1.248	1.698	2.324	1.195	1.306	2.471	0.741	2.511	1.594
2.711	3.684	2.182	3.916	2.763	2.72	3.767	2.942	2.61	1.502	1.817	3.642	1.605	2.651	2.338	2.984	1.766	4.179	3.588	4.437
2.394	2.584	3.936	1.525	3.096	2.677	3.038	2.392	2.136	1.745	1.42	1.405	1.598	2.183	2.639	0.841	0.951	3.343	1.604	3.107
1.614	1.433	2.71	2.363	1.759	1.785	2.278	2.37	2.56	2.5	0.754	0.7	1.78	1.949	0.967	0.94	2.161	0.7	1.954	1.261
1.384	1.58	0.22	2.12	1.081	1.491	0.919	1.988	1.748	2.106	1.409	1.645	2.195	0.947	1.231	1.148	1.687	1.017	1.876	1.105
1.802	2.162	0.412	2.454	0.917	2.231	1.194	2.147	1.933	2.296	2.272	2.256	1.792	1.442	2.02	1.838	2.293	1.883	2.121	1.366
1.18	1.387	1.045	1.965	1.909	1.624	1.279	2.247	1.542	1.919	1.468	1.074	1.653	1.707	1.776	1.495	1.816	1.53	1.921	0.993
2.168	2.005	0.533	2.247	3.206	1.37	1.365	3.029	3.441	2.256	2.068	3.874	3.308	1.854	2.221	1.392	3.33	1.772	1.637	1.097
1.079	1.205	1.179	2.555	3.362	1.733	1.115	2.051	1.706	2.001	2.822	1.938	1.59	2.21	2.225	2.37	2.483	2.811	1.563	0.668
1.254	1.491	0.819	1.385	2.067	1.478	0.64	1.399	1.588	1.212	1.267	1.765	2.221	1.011	1.059	1.531	1.499	1.157	1.323	0.804
2.696	2.192	1.77	2.304	2.673	2.681	1.867	2.766	3.174	2.743	2.665	3.479	3.287	3.249	3.197	2.988	3.359	1.913	2.181	1.507
2.546	1.958	1.809	2.006	3.095	2.514	3.054	2.377	3.421	2.102	3.116	3.737	3.362	2.652	2.89	3.364	4.105	1.736	1.579	1.658
2.304	1.726	1.391	1.725	2.399	2.665	3.275	1.413	1.962	1.534	1.677	2.574	2.7	1.697	2.055	2.205	2.3	1.457	1.923	1.562
1.056	1.501	1.154	2.352	2.351	1.829	0.931	2.037	2.245	2.158	1.827	1.637	2.101	2.094	2.219	1.983	2.238	2.357	1.607	0.67
0.955	1.619	1.705	1.948	2.721	1.928	1.491	2.212	1.776	2.044	1.765	1.856	1.735	1.926	2.356	2.304	1.985	2.822	1.838	0.843
1.77	2.514	2.46	2.657	1.934	2.121	1.071	2.726	2.425	2.9	1.719	1.214	1.759	1.926	2.465	1.932	2.231	2.595	2.334	1.751
2.071	1.649	0.869	1.744	3.854	1.427	3.41	2.212	2.788	1.891	1.858	3.685	2.976	2.06	1.805	2.327	2.612	1.919	3.142	1.886
1.38	1.459	0.988	1.979	1.812	1.536	1.294	2.078	1.92	2.202	1.476	1.537	2.05	2.276	1.874	1.539	1.776	2.013	1.755	1.021
1.189	1.317	0.834	2.758	2.602	1.087	0.734	2.414	2.573	2.702	2.132	1.207	1.609	2.429	1.491	1.664	2.821	2.042	1.624	0.687
1.353	1.76	1.489	2.432	2.67	1.439	1.66	2.566	2.748	2.47	2.028	2.752	2.681	1.917	1.875	2.012	2.64	1.418	1.324	1.291
1.495	1.425	1.184	2.697	1.972	1.531	0.865	2.759	2.956	2.922	1.614	1.247	1.638	2.297	1.545	1.599	2.736	1.445	2.137	1.284
2.121	2.223	0.942	1.726	2.297	2.592	1.426	2.477	2.39	2.33	1.583	1.876	2.132	1.388	2.45	1.885	2.208	0.633	1.623	0.54
1.673	1.587	0.66	3.025	1.785	1.624	0.929	2.971	2.967	3.061	1.528	1.656	1.542	2.401	1.436	1.553	2.933	1.987	2.325	1.404
1.613	1.684	2.108	2.303	1.41	1.71	0.982	2.67	2.665	2.699	1.412	1.232	2.204	1.861	2.024	1.651	1.966	2.169	2.394	1.634
1.041	1.175	0.412	2.242	1.208	1.593	1.082	1.896	2.059	2.482	0.98	1.7	1.79	1.501	1.329	1.289	2.168	1.269	1.711	0.813
1.189	0.977	0.6	2.142	1.152	1.502	1.24	2.279	2.265	2.077	0.999	1.293	2.08	2.005	1.332	1.095	1.631	1.362	1.53	0.749
